"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Labour productivity and related measures by business sector industry and by non-commercial activity consistent with the industry accounts, inactive","36100480","383-0033","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610048001",1;2,"ARCHIVED -  a cube publicly available but no longer being updated","Annual","1997-01-01","2024-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Labour productivity and related measures",,""
"3","Industry",15,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
41,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 485, 487."
42,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 4852, 4854, 4855, 4859, 487."
43,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 4861, 4869."
44,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 491, 492."
45,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 51112, 51113, 51114, 51119."
46,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 51211, 51212, 51219."
47,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 52 and 55."
48,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 521, 5221."
49,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 52211, 52219."
50,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 523, 526."
51,"This combines the business establishments for the North American Industry Classification System (NAICS) code 53. However, it differs from the Input-Output code BS53 since it excludes the industry of owner-occupied dwellings (BS5311A)."
52,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 5312, 5313."
53,"This combines the business establishments for the North American Industry Classification System (NAICS) code 532, excluding 5321."
54,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 5411, 5412."
55,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 5414, 5416, 5417, 5419."
56,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 5612, 5619."
57,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 6114-6117."
58,"This combines the business establishments for the North American Industry Classification System (NAICS) code 62, excluding 624."
59,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 6213, 6214, 6215, 6216, 6219."
60,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 711, 712."
61,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 7131, 7139."
62,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 7212, 7213."
63,"This combines the commercial establishments of the North American Industry Classification System (NAICS) code 81."
64,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 8112, 8113, 8114."
65,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 812, 814."
66,"This combines the business establishments for the North American Industry Classification System (NAICS) codes 8121, 8129."
67,"This combines the business establishments for the North American Industry Classification System (NAICS) code 813, excluding 8131."
68,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 11-81, with the exception of owner occupied dwellings industry, crop production (111), animal production (112)."
69,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 11-81, with the exception of owner occupied dwellings industry and private households."
70,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 41, 44-45, 48-49, 51, 52, 53, 54, 55, 56, 61, 62, 71, 72, 81 with the exception of owner occupied dwelling industry and private households."
71,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 21, 22, 31-33 and 562."
72,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 311-316, 322-326."
73,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 321, 327, 331-337, 339."
74,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 211, 2121, 212291, 21311A, 2211, 2212, 32411, 486."
75,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 4173, 5112, 517, 518, 5415, 8112 as well as 334, excluding 3345."
76,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 334, excluding 3345."
77,"This combines the business establishments of the North American Industry Classification System (NAICS) codes 4173, 5112, 517, 518, 5415 and 8112."
78,"This combines the non-commercial activities of two main components: the government sector (GS) and the non-profit institutions serving households sector (NP)."
79,"Starting from 2013, elementary and secondary schools include only schools under school boards management while before, schools managed directly by provincial or federal governments are also included."
80,"Starting from 2013, Community colleges and C.E.G.E.P.s include only colleges under provincial jurisdiction while before, colleges under federal jurisdiction are also included."
81,"Starting from 2013, these other education establishments include only establishments  under provincial jurisdiction while before, federal or municipal establishments are also included."
82,"Prior to 2013, government health services exclude "other government health services" (NAICS codes 624 and part of 621), while these services are included for the period thereafter."
83,"Prior to 2013, hospitals exclude "other government health services" (NAICS codes 624 and part of 621), while these services are included for the period thereafter. By contrast, beginning in 2013, only hospitals under the management of regional health authority are included while previously, hospitals under provincial or federal management are also included."
84,"Starting from 2013, defence services include military colleges while before, these colleges are excluded."
85,"Prior to 2013, provincial and territorial government services include "other government health services" (NAICS codes 624 and part of 621), while these services are excluded for the period thereafter."
86,"This combines local, municipal and indigenous general government activities."
87,"Starting in 2014, the miscellaneous store retailers industry incorporates the activities related to cannabis."
88,"Estimates of labour statistics associated with the geographic entity "Outside Canada" are not included in this table, but are included in the national estimates. They are published in another table (Table 36-10-0489-01).  As a result, the totals for Canada in this table do not correspond to the sum of its provinces and territories."
89,"All economic activities realized within the country for business and non-business activities, but excluding the owner-occupied dwellings industry. There is no data on the number of hours worked by homeowners to maintain their dwellings. By subtracting this activity from the gross domestic product (GDP), we can produce a better estimate of productivity for the total economy, by harmonizing the measurement of hours worked with that of GDP."
90,"Starting in 2014, this industry incorporates the activities related to legal cannabis."
91,"This is an industry excluded from the business sector. There is no market transactions for imputed rental values based on residential property information."

"Correction ID","Correction Date","Correction Note"
"1268","2020-08-25","On August 25, 2020, corrections were mainly made to the labour data series for the industries at a North American Industry Classification System (NAICS) 4-digit level of aggregation from 2018 to 2019. Territorial and provincial estimates for the total economy, business sector and non-business sector, estimates for 2 and 3-digit NAICS industries, and industrial aggregations, as well as data for years prior to 2018 were not affected.",
"2336","2021-05-27","On May 27, 2021, corrections were mainly made to the compensation of employees series (including its related measures)  for the industries at a North American Industry Classification System (NAICS) 2-, 3-, 4-, 5-, and 6-digit level of aggregation for the year 2020. The related measures are total compensation for all jobs, total compensation per job, total compensation per hour worked, employee's compensation per hour worked unit labour cost, unit labour cost in US dollars, and labour share. Corrections were also made to growth rates for these variables in the goods-producing businesses and the service-producing businesses. Territorial and provincial estimates for the total economy, business sector and non-business sector, estimates for labour productivity and the 5 other related variables (including hours worked and real value added) at the aggregate and industry levels, as well as data for years prior to 2020 were not affected.",
"3954","2025-06-13","On June 13, 2025, the data for all 3-digit North American Industry Classification System (NAICS) industries within the retail trade sector (NAICS 44 and 45) for years 2022 to 2024 were suppressed due to a premature conversion from NAICS 2017 to NAICS 2022.",
"3964","2025-07-07","On July 7, 2025, data on self-employed labour income in the health industry for reference year 2024 and related measures were updated to correct for a modelling discrepancy. There were no impacts on other measures, including jobs, hours and labour productivity.",
"3975","2025-07-28","On July 28, 2025, the labour share in the non-business sector (in particular, the non-profit institutions serving households component) was updated for the period from 1997 to 2017. This update aimed to subtract the GDP of owner-occupied dwellings from the calculation of the labour share in these sectors.",

