"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Labour productivity","Chemical manufacturing [BS325]","Chained (2017) dollars per hour","446","units","0","v111384194","1.7.83","121.9","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","186.5","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","192.8","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","185.7","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","232.0","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","224.1","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","212.1","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","204.7","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","216.0","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","231.0","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","240.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","255.5","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","242.0","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","227.5","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","238.4","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","257.2","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","261.0","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","279.3","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","247.6","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","233.4","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","244.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","254.1","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","253.9","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","255.3","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","259.6","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","261.3","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","268.5","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","253.8","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Basic chemical manufacturing [BS3251]","Chained (2017) dollars per hour","446","units","0","v111384195","1.7.84","246.2","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","117.4","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","127.5","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","136.9","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","182.3","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","160.3","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","182.8","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","166.0","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","179.6","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","191.1","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","184.6","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","209.6","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","194.9","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","163.5","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","200.1","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","247.7","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","246.7","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","319.4","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","280.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","314.8","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","355.7","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","286.3","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","335.5","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","371.9","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","384.9","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","325.1","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","292.1","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","234.2","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","226.6","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","284.8","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","299.8","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","300.9","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","348.0","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","288.2","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","259.3","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","322.1","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","354.4","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","393.9","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","401.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","300.0","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","218.7","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","160.0","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","153.9","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","145.1","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","125.9","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","131.4","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","140.8","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","124.4","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","134.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","117.3","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","124.2","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","118.6","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","138.5","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","86.5","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","76.6","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","81.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","85.3","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","72.3","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","74.5","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","80.8","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","95.2","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","103.7","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","109.8","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","102.2","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","96.6","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","93.2","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","89.0","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","83.2","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","81.4","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","83.7","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","75.4","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","72.7","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","73.3","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","76.2","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","78.6","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","83.3","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","94.5","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","91.7","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","96.7","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","94.6","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","105.4","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","105.2","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","111.8","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","105.5","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","118.7","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","51.4","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","55.7","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","60.0","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","66.7","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","70.1","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","71.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","67.4","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","67.8","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","66.6","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","68.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","69.5","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","68.2","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","65.5","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","69.7","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","70.9","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","71.9","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","69.5","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","68.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","66.1","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","65.9","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","65.3","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","66.0","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","64.8","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","68.4","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","71.9","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","70.5","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","70.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Miscellaneous chemical product manufacturing [BS325A]","Chained (2017) dollars per hour","446","units","0","v111384199","1.7.88","67.9","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","33.1","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","39.1","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","42.2","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","47.2","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","51.2","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","52.4","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","51.4","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","53.6","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","57.9","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","66.0","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","60.8","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","57.2","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","55.6","","","","1"
